Timestamp,NodeID,Action,S,W
384435242,990,RECEIVE,67,N/A
384435242,990,SEND,67,N/A
384435242,991,RECEIVE,67,N/A
384435242,991,SEND,67,N/A
384435242,990,RECEIVE,68,N/A
384435242,990,SEND,68,N/A
384435242,991,RECEIVE,68,N/A
384435242,991,SEND,68,N/A
384435242,990,RECEIVE,69,N/A
384435242,990,SEND,69,N/A
384435242,991,RECEIVE,69,N/A
384435242,991,SEND,69,N/A
384435242,990,RECEIVE,70,N/A
384435242,990,SEND,70,N/A
384435242,991,RECEIVE,70,N/A
384435242,991,SEND,70,N/A
384435242,990,RECEIVE,71,N/A
384435242,990,SEND,71,N/A
384435242,991,RECEIVE,71,N/A
384435242,991,SEND,71,N/A
384435242,990,RECEIVE,72,N/A
384435242,990,SEND,72,N/A
384435242,991,RECEIVE,72,N/A
384435242,991,SEND,72,N/A
384435242,990,RECEIVE,73,N/A
384435242,990,SEND,73,N/A
384435242,991,RECEIVE,73,N/A
384435242,991,SEND,73,N/A
384435242,990,RECEIVE,74,N/A
384435242,990,SEND,74,N/A
384435242,991,RECEIVE,74,N/A
384435242,991,SEND,74,N/A
384435242,990,RECEIVE,75,N/A
384435242,990,SEND,75,N/A
384435242,991,RECEIVE,75,N/A
384435242,991,SEND,75,N/A
384435242,990,RECEIVE,76,N/A
384435242,990,SEND,76,N/A
384435242,991,RECEIVE,76,N/A
384435242,991,SEND,76,N/A
384435242,990,RECEIVE,77,N/A
384435242,990,SEND,77,N/A
384435242,991,RECEIVE,77,N/A
384435242,991,SEND,77,N/A
384435242,990,RECEIVE,78,N/A
384435242,990,SEND,78,N/A
384435242,991,RECEIVE,78,N/A
384435242,991,SEND,78,N/A
384435242,990,RECEIVE,79,N/A
384435242,990,SEND,79,N/A
384435242,991,RECEIVE,79,N/A
384435242,991,SEND,79,N/A
384435242,990,RECEIVE,80,N/A
384435242,990,SEND,80,N/A
384435242,991,RECEIVE,80,N/A
384435242,991,SEND,80,N/A
384435242,990,RECEIVE,81,N/A
384435242,990,SEND,81,N/A
384435242,991,RECEIVE,81,N/A
384435242,991,SEND,81,N/A
384435242,990,RECEIVE,82,N/A
384435242,990,SEND,82,N/A
384435242,991,RECEIVE,82,N/A
384435242,991,SEND,82,N/A
384435242,990,RECEIVE,83,N/A
384435242,990,SEND,83,N/A
384435242,991,RECEIVE,83,N/A
384435242,991,SEND,83,N/A
384435242,990,RECEIVE,84,N/A
384435242,990,SEND,84,N/A
384435242,991,RECEIVE,84,N/A
384435242,991,SEND,84,N/A
384435242,990,RECEIVE,85,N/A
384435242,990,SEND,85,N/A
384435242,991,RECEIVE,85,N/A
384435242,991,SEND,85,N/A
384435242,990,RECEIVE,86,N/A
384435242,990,SEND,86,N/A
384435242,991,RECEIVE,86,N/A
384435242,991,SEND,86,N/A
384435242,990,RECEIVE,87,N/A
384435242,990,SEND,87,N/A
384435242,991,RECEIVE,87,N/A
384435242,991,SEND,87,N/A
384435242,990,RECEIVE,88,N/A
384435242,990,SEND,88,N/A
384435242,991,RECEIVE,88,N/A
384435242,991,SEND,88,N/A
384435242,990,RECEIVE,89,N/A
384435242,990,SEND,89,N/A
384435242,991,RECEIVE,89,N/A
384435242,991,SEND,89,N/A
384435242,990,RECEIVE,90,N/A
384435242,990,SEND,90,N/A
384435242,991,RECEIVE,90,N/A
384435242,991,SEND,90,N/A
384435243,990,RECEIVE,91,N/A
384435243,990,SEND,91,N/A
384435243,991,RECEIVE,91,N/A
384435243,991,SEND,91,N/A
384435243,990,RECEIVE,92,N/A
384435243,990,SEND,92,N/A
384435243,991,RECEIVE,92,N/A
384435243,991,SEND,92,N/A
384435243,990,RECEIVE,93,N/A
384435243,990,SEND,93,N/A
384435243,991,RECEIVE,93,N/A
384435243,991,SEND,93,N/A
384435243,990,RECEIVE,94,N/A
384435243,990,SEND,94,N/A
384435243,991,RECEIVE,94,N/A
384435243,991,SEND,94,N/A
384435243,990,RECEIVE,95,N/A
384435243,990,SEND,95,N/A
384435243,991,RECEIVE,95,N/A
384435243,991,SEND,95,N/A
384435243,990,RECEIVE,96,N/A
384435243,990,SEND,96,N/A
384435243,991,RECEIVE,96,N/A
384435243,991,SEND,96,N/A
384435243,990,RECEIVE,97,N/A
384435243,990,SEND,97,N/A
384435243,991,RECEIVE,97,N/A
384435243,991,SEND,97,N/A
384435243,990,RECEIVE,98,N/A
384435243,990,SEND,98,N/A
384435243,991,RECEIVE,98,N/A
384435243,991,SEND,98,N/A
384435243,990,RECEIVE,99,N/A
384435243,990,SEND,99,N/A
384435243,991,RECEIVE,99,N/A
384435243,991,SEND,99,N/A
384435243,990,RECEIVE,100,N/A
