Timestamp,NodeID,Action,S,W
385350128,882,SEND,99.8696,0.113329
385350128,881,RECEIVE,167.801,0.19042
385350128,881,SEND,83.9006,0.0952102
385350128,882,RECEIVE,141.82,0.160934
385350128,882,SEND,70.91,0.080467
385350128,881,RECEIVE,119.356,0.135444
385350128,881,SEND,59.6778,0.0677219
385350128,882,RECEIVE,100.749,0.114328
385350128,882,SEND,50.3744,0.057164
385350128,881,RECEIVE,84.865,0.0963039
385350128,881,SEND,42.4325,0.0481519
385350128,882,RECEIVE,71.5907,0.0812399
385350128,882,SEND,35.7954,0.04062
385350128,881,RECEIVE,60.3302,0.0684619
385350128,881,SEND,30.1651,0.034231
385350128,882,RECEIVE,50.8779,0.0577355
385350128,882,SEND,25.4389,0.0288677
385350128,881,RECEIVE,42.8846,0.0486648
385350128,881,SEND,21.4423,0.0243324
385350128,882,RECEIVE,36.1601,0.0410339
385350128,882,SEND,18.08,0.020517
385350128,881,RECEIVE,30.4823,0.0345909
385350128,881,SEND,15.2412,0.0172954
385350128,882,RECEIVE,25.7006,0.0291647
385350128,882,SEND,12.8503,0.0145823
385350128,881,RECEIVE,21.6663,0.0245866
385350128,881,SEND,10.8332,0.0122933
385350128,882,RECEIVE,18.2669,0.020729
385350128,882,SEND,9.13344,0.0103645
385350128,881,RECEIVE,15.3999,0.0174756
385350128,881,SEND,7.69994,0.00873778
385350128,882,RECEIVE,12.9834,0.0147334
385350128,882,SEND,6.49171,0.00736669
385350128,881,RECEIVE,10.9458,0.0124211
385350128,881,SEND,5.4729,0.00621056
385350128,882,RECEIVE,9.22816,0.010472
385350128,882,SEND,4.61408,0.00523599
385350128,881,RECEIVE,7.77993,0.00882856
385350128,881,SEND,3.88997,0.00441428
385350128,882,RECEIVE,6.55906,0.00744313
385350128,882,SEND,3.27953,0.00372156
385350128,881,RECEIVE,5.52973,0.00627506
385350128,881,SEND,2.76487,0.00313753
385350128,882,RECEIVE,4.66196,0.00529033
385350128,882,SEND,2.33098,0.00264516
385350128,881,RECEIVE,3.93036,0.00446011
385350128,881,SEND,1.96518,0.00223006
385350128,882,RECEIVE,3.31357,0.00376019
385350128,882,SEND,1.65679,0.0018801
385350128,881,RECEIVE,2.79357,0.0031701
385350128,881,SEND,1.39679,0.00158505
385350128,882,RECEIVE,2.35518,0.00267262
385350128,882,SEND,1.17759,0.00133631
385350128,881,RECEIVE,1.98558,0.00225321
385350128,881,SEND,0.99279,0.0011266
385350128,882,RECEIVE,1.67398,0.00189961
385350128,882,SEND,0.836992,0.000949807
385350128,881,RECEIVE,1.41129,0.00160151
385350128,881,SEND,0.705643,0.000800754
385350128,882,RECEIVE,1.18981,0.00135018
385350128,882,SEND,0.594907,0.000675092
385350128,881,RECEIVE,1.0031,0.0011383
385350128,881,SEND,0.501548,0.00056915
385350128,882,RECEIVE,0.845681,0.000959667
385350128,882,SEND,0.422841,0.000479833
385350128,881,RECEIVE,0.712969,0.000809066
385350128,881,SEND,0.356484,0.000404533
385350128,882,RECEIVE,0.601083,0.0006821
385350128,882,SEND,0.300541,0.00034105
385350128,881,RECEIVE,0.506755,0.000575058
385350128,881,SEND,0.253377,0.000287529
385350128,882,RECEIVE,0.42723,0.000484814
385350128,882,SEND,0.213615,0.000242407
385350128,881,RECEIVE,0.360185,0.000408733
385350128,881,SEND,0.180092,0.000204366
385350128,882,RECEIVE,0.303661,0.00034459
385350128,882,SEND,0.151831,0.000172295
385350128,881,RECEIVE,0.256008,0.000290514
385350128,881,SEND,0.128004,0.000145257
385350128,882,RECEIVE,0.215833,0.000244924
385350128,882,SEND,0.107916,0.000122462
385350128,881,RECEIVE,0.181962,0.000206488
385350128,881,SEND,0.090981,0.000103244
385350128,882,RECEIVE,0.153407,0.000174084
385350128,882,SEND,0.0767034,8.70419e-05
385350128,881,RECEIVE,0.129333,0.000146765
385350128,881,SEND,0.0646664,7.33825e-05
385350128,882,RECEIVE,0.109037,0.000123733
385350128,882,SEND,0.0545183,6.18666e-05
385350128,881,RECEIVE,0.0919255,0.000104316
385350128,881,SEND,0.0459628,5.21579e-05
385350128,882,RECEIVE,0.0774997,8.79455e-05
385350128,882,SEND,0.0387498,4.39728e-05
385350128,881,RECEIVE,0.0653377,7.41442e-05
385350128,881,SEND,0.0326688,3.70721e-05
385350128,882,RECEIVE,0.0550843,6.25088e-05
385350128,882,SEND,0.0275421,3.12544e-05
385350128,881,RECEIVE,0.0464399,5.26993e-05
385350128,881,SEND,0.0232199,2.63497e-05
385350128,882,RECEIVE,0.0391521,4.44292e-05
385350128,882,SEND,0.0195761,2.22146e-05
385350128,881,RECEIVE,0.033008,3.7457e-05
385350128,881,SEND,0.016504,1.87285e-05
385350128,882,RECEIVE,0.027828,3.15789e-05
385350128,882,SEND,0.013914,1.57894e-05
385350128,881,RECEIVE,0.023461,2.66232e-05
385350128,881,SEND,0.0117305,1.33116e-05
385350128,882,RECEIVE,0.0197793,2.24452e-05
385350128,882,SEND,0.00988964,1.12226e-05
385350128,881,RECEIVE,0.0166753,1.89229e-05
385350128,881,SEND,0.00833766,9.46145e-06
385350128,882,RECEIVE,0.0140585,1.59533e-05
385350128,882,SEND,0.00702923,7.97667e-06
385350128,881,RECEIVE,0.0118523,1.34498e-05
385350128,881,SEND,0.00592614,6.7249e-06
385350128,882,RECEIVE,0.0099923,1.13391e-05
